sample_id,source_sample_id,replicate,replicate_count,repeated_sample,batch,file_type,file_name_source,file_name,local_path,file_description,file_MD5,technology,omic,adjustment,content,time,header,annotation,configuration_file,data_type
PD_BN0009_MTG_snRNAseq_batch1_rep1,BN0009,rep1,1,0,batch1,fastq,BN0009_S2_L003_R1_001.fastq.gz,PD_BN0009_MTG_snRNAseq_rep1_L003_R1_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0009_S2_L003_R1_001.fastq.gz,Read 1 Lane 3,73cea62208ead0ed616ae04fad5cf475,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
PD_BN0009_MTG_snRNAseq_batch1_rep1,BN0009,rep1,1,0,batch1,fastq,BN0009_S2_L003_R2_001.fastq.gz,PD_BN0009_MTG_snRNAseq_rep1_L003_R2_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0009_S2_L003_R2_001.fastq.gz,Read 2 Lane 3,70aecaaaa5597b880f7e52b0298b6324,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
PD_BN0009_MTG_snRNAseq_batch1_rep1,BN0009,rep1,1,0,batch1,fastq,BN0009_S2_L004_I1_001.fastq.gz,PD_BN0009_MTG_snRNAseq_rep1_L004_I1_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0009_S2_L004_I1_001.fastq.gz,Index 1 Lane 4,18f0c22918e3bfe6bcc8b1c7b65bccd6,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
PD_BN0009_MTG_snRNAseq_batch1_rep1,BN0009,rep1,1,0,batch1,fastq,BN0009_S2_L004_I2_001.fastq.gz,PD_BN0009_MTG_snRNAseq_rep1_L004_I2_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0009_S2_L004_I2_001.fastq.gz,Index 2 Lane 4,498c28597355b4a838cac95908cb3153,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
PD_BN0009_MTG_snRNAseq_batch1_rep1,BN0009,rep1,1,0,batch1,fastq,BN0009_S2_L004_R1_001.fastq.gz,PD_BN0009_MTG_snRNAseq_rep1_L004_R1_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0009_S2_L004_R1_001.fastq.gz,Read 1 Lane 4,7c95b641a042b80d115d780447e42fdf,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
PD_BN0009_MTG_snRNAseq_batch1_rep1,BN0009,rep1,1,0,batch1,fastq,BN0009_S2_L004_R2_001.fastq.gz,PD_BN0009_MTG_snRNAseq_rep1_L004_R2_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0009_S2_L004_R2_001.fastq.gz,Read 2 Lane 4,ad6988967ab4337c7f0f4f9b7d4149a6,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0339_MTG_snRNAseq_batch1_rep1,BN0339,rep1,1,0,batch1,fastq,BN0339_S1_L001_I1_001.fastq.gz,HC_BN0339_MTG_snRNAseq_rep1_L001_I1_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0339_S1_L001_I1_001.fastq.gz,Index 1 Lane 1,a0f8e7aaa5d42a813de05d54a8a9e78b,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0339_MTG_snRNAseq_batch1_rep1,BN0339,rep1,1,0,batch1,fastq,BN0339_S1_L001_I2_001.fastq.gz,HC_BN0339_MTG_snRNAseq_rep1_L001_I2_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0339_S1_L001_I2_001.fastq.gz,Index 2 Lane 1,7806e3ccfe7fe322fbcb8ecea69744d5,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0339_MTG_snRNAseq_batch1_rep1,BN0339,rep1,1,0,batch1,fastq,BN0339_S1_L001_R1_001.fastq.gz,HC_BN0339_MTG_snRNAseq_rep1_L001_R1_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0339_S1_L001_R1_001.fastq.gz,Read 1 Lane 1,becd1e874283ec328fb4a8eb35626938,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0339_MTG_snRNAseq_batch1_rep1,BN0339,rep1,1,0,batch1,fastq,BN0339_S1_L001_R2_001.fastq.gz,HC_BN0339_MTG_snRNAseq_rep1_L001_R2_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0339_S1_L001_R2_001.fastq.gz,Read 2 Lane 1,a102fcabf4643d2830ba6996a4a25827,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0339_MTG_snRNAseq_batch1_rep1,BN0339,rep1,1,0,batch1,fastq,BN0339_S1_L002_I1_001.fastq.gz,HC_BN0339_MTG_snRNAseq_rep1_L002_I1_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0339_S1_L002_I1_001.fastq.gz,Index 1 Lane 2,4d2627432bd4f6ffcdda970a9b05aaa4,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0339_MTG_snRNAseq_batch1_rep1,BN0339,rep1,1,0,batch1,fastq,BN0339_S1_L002_I2_001.fastq.gz,HC_BN0339_MTG_snRNAseq_rep1_L002_I2_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0339_S1_L002_I2_001.fastq.gz,Index 2 Lane 2,e7559e311bd77c21d30fa694df60efce,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0339_MTG_snRNAseq_batch1_rep1,BN0339,rep1,1,0,batch1,fastq,BN0339_S1_L002_R1_001.fastq.gz,HC_BN0339_MTG_snRNAseq_rep1_L002_R1_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0339_S1_L002_R1_001.fastq.gz,Read 1 Lane 2,6b093972f8ca59693796752f74da4efa,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0339_MTG_snRNAseq_batch1_rep1,BN0339,rep1,1,0,batch1,fastq,BN0339_S1_L002_R2_001.fastq.gz,HC_BN0339_MTG_snRNAseq_rep1_L002_R2_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0339_S1_L002_R2_001.fastq.gz,Read 2 Lane 2,e83c6fa6e87a9a9d25dd65517800cba7,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0339_MTG_snRNAseq_batch1_rep1,BN0339,rep1,1,0,batch1,fastq,BN0339_S1_L003_I1_001.fastq.gz,HC_BN0339_MTG_snRNAseq_rep1_L003_I1_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0339_S1_L003_I1_001.fastq.gz,Index 1 Lane 3,dc3381de8f93c832bf82fc17befb6782,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0339_MTG_snRNAseq_batch1_rep1,BN0339,rep1,1,0,batch1,fastq,BN0339_S1_L003_I2_001.fastq.gz,HC_BN0339_MTG_snRNAseq_rep1_L003_I2_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0339_S1_L003_I2_001.fastq.gz,Index 2 Lane 3,8d43661cdf4b13aa789a4f8a672edc96,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0339_MTG_snRNAseq_batch1_rep1,BN0339,rep1,1,0,batch1,fastq,BN0339_S1_L003_R1_001.fastq.gz,HC_BN0339_MTG_snRNAseq_rep1_L003_R1_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0339_S1_L003_R1_001.fastq.gz,Read 1 Lane 3,1441b36642307061e761a2239bcaab95,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0339_MTG_snRNAseq_batch1_rep1,BN0339,rep1,1,0,batch1,fastq,BN0339_S1_L003_R2_001.fastq.gz,HC_BN0339_MTG_snRNAseq_rep1_L003_R2_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0339_S1_L003_R2_001.fastq.gz,Read 2 Lane 3,2f7c376f45b0db30b8bcd7fcc7733f60,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0339_MTG_snRNAseq_batch1_rep1,BN0339,rep1,1,0,batch1,fastq,BN0339_S1_L004_I1_001.fastq.gz,HC_BN0339_MTG_snRNAseq_rep1_L004_I1_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0339_S1_L004_I1_001.fastq.gz,Index 1 Lane 4,a9168245e92e7a4a0e5b8e87036959cc,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0339_MTG_snRNAseq_batch1_rep1,BN0339,rep1,1,0,batch1,fastq,BN0339_S1_L004_I2_001.fastq.gz,HC_BN0339_MTG_snRNAseq_rep1_L004_I2_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0339_S1_L004_I2_001.fastq.gz,Index 2 Lane 4,be4f3d678e2ae0bbbac3844d976cb93f,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0339_MTG_snRNAseq_batch1_rep1,BN0339,rep1,1,0,batch1,fastq,BN0339_S1_L004_R1_001.fastq.gz,HC_BN0339_MTG_snRNAseq_rep1_L004_R1_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0339_S1_L004_R1_001.fastq.gz,Read 1 Lane 4,1fafac3b84aa202eb6ae00993f18f984,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0339_MTG_snRNAseq_batch1_rep1,BN0339,rep1,1,0,batch1,fastq,BN0339_S1_L004_R2_001.fastq.gz,HC_BN0339_MTG_snRNAseq_rep1_L004_R2_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0339_S1_L004_R2_001.fastq.gz,Read 2 Lane 4,69d2a7cc05fec1054657028cf27d207e,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0341_MTG_snRNAseq_batch1_rep1,BN0341,rep1,1,0,batch1,fastq,BN0341_S4_L001_I1_001.fastq.gz,HC_BN0341_MTG_snRNAseq_rep1_L001_I1_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0341_S4_L001_I1_001.fastq.gz,Index 1 Lane 1,5abf1779c63c54dc144023e33bd645c9,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0341_MTG_snRNAseq_batch1_rep1,BN0341,rep1,1,0,batch1,fastq,BN0341_S4_L001_I2_001.fastq.gz,HC_BN0341_MTG_snRNAseq_rep1_L001_I2_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0341_S4_L001_I2_001.fastq.gz,Index 2 Lane 1,1eaa1b0493d587dcffc4a166a8e40415,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0341_MTG_snRNAseq_batch1_rep1,BN0341,rep1,1,0,batch1,fastq,BN0341_S4_L001_R1_001.fastq.gz,HC_BN0341_MTG_snRNAseq_rep1_L001_R1_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0341_S4_L001_R1_001.fastq.gz,Read 1 Lane 1,9038aab939b46aa97078d8bb84113370,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0341_MTG_snRNAseq_batch1_rep1,BN0341,rep1,1,0,batch1,fastq,BN0341_S4_L001_R2_001.fastq.gz,HC_BN0341_MTG_snRNAseq_rep1_L001_R2_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0341_S4_L001_R2_001.fastq.gz,Read 2 Lane 1,3153673e88515a10329783c2a0f5a525,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0341_MTG_snRNAseq_batch1_rep1,BN0341,rep1,1,0,batch1,fastq,BN0341_S4_L002_I1_001.fastq.gz,HC_BN0341_MTG_snRNAseq_rep1_L002_I1_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0341_S4_L002_I1_001.fastq.gz,Index 1 Lane 2,00c16fe89cd6900e4e24a8e6dde9feb0,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0341_MTG_snRNAseq_batch1_rep1,BN0341,rep1,1,0,batch1,fastq,BN0341_S4_L002_I2_001.fastq.gz,HC_BN0341_MTG_snRNAseq_rep1_L002_I2_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0341_S4_L002_I2_001.fastq.gz,Index 2 Lane 2,d57c8c398eb692d789d4ab306a1bba81,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0341_MTG_snRNAseq_batch1_rep1,BN0341,rep1,1,0,batch1,fastq,BN0341_S4_L002_R1_001.fastq.gz,HC_BN0341_MTG_snRNAseq_rep1_L002_R1_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0341_S4_L002_R1_001.fastq.gz,Read 1 Lane 2,07ad62eb1b2235e61946e8de4ab02725,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0341_MTG_snRNAseq_batch1_rep1,BN0341,rep1,1,0,batch1,fastq,BN0341_S4_L002_R2_001.fastq.gz,HC_BN0341_MTG_snRNAseq_rep1_L002_R2_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0341_S4_L002_R2_001.fastq.gz,Read 2 Lane 2,c301a44a4a05994e7e6d2c1a7a3a1b13,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0341_MTG_snRNAseq_batch1_rep1,BN0341,rep1,1,0,batch1,fastq,BN0341_S4_L003_I1_001.fastq.gz,HC_BN0341_MTG_snRNAseq_rep1_L003_I1_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0341_S4_L003_I1_001.fastq.gz,Index 1 Lane 3,dd54c2ff80b1c47e86bccdeebf614e0a,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0341_MTG_snRNAseq_batch1_rep1,BN0341,rep1,1,0,batch1,fastq,BN0341_S4_L003_I2_001.fastq.gz,HC_BN0341_MTG_snRNAseq_rep1_L003_I2_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0341_S4_L003_I2_001.fastq.gz,Index 2 Lane 3,01c7a078536040b8b40b02cab9d4eb52,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0341_MTG_snRNAseq_batch1_rep1,BN0341,rep1,1,0,batch1,fastq,BN0341_S4_L003_R1_001.fastq.gz,HC_BN0341_MTG_snRNAseq_rep1_L003_R1_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0341_S4_L003_R1_001.fastq.gz,Read 1 Lane 3,1baf50c3606bbf31a66d888ff64eb9f3,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0341_MTG_snRNAseq_batch1_rep1,BN0341,rep1,1,0,batch1,fastq,BN0341_S4_L003_R2_001.fastq.gz,HC_BN0341_MTG_snRNAseq_rep1_L003_R2_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0341_S4_L003_R2_001.fastq.gz,Read 2 Lane 3,9a0da00abd8f143c8f598fa7349691ab,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0341_MTG_snRNAseq_batch1_rep1,BN0341,rep1,1,0,batch1,fastq,BN0341_S4_L004_I1_001.fastq.gz,HC_BN0341_MTG_snRNAseq_rep1_L004_I1_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0341_S4_L004_I1_001.fastq.gz,Index 1 Lane 4,8fd9bf854e9d7db4c4849b8064b69213,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0341_MTG_snRNAseq_batch1_rep1,BN0341,rep1,1,0,batch1,fastq,BN0341_S4_L004_I2_001.fastq.gz,HC_BN0341_MTG_snRNAseq_rep1_L004_I2_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0341_S4_L004_I2_001.fastq.gz,Index 2 Lane 4,64a9c7a20d069550a868b16af260e70e,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0341_MTG_snRNAseq_batch1_rep1,BN0341,rep1,1,0,batch1,fastq,BN0341_S4_L004_R1_001.fastq.gz,HC_BN0341_MTG_snRNAseq_rep1_L004_R1_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0341_S4_L004_R1_001.fastq.gz,Read 1 Lane 4,1f02ccfbbaa3701a3547c6abfbfefbd7,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
HC_BN0341_MTG_snRNAseq_batch1_rep1,BN0341,rep1,1,0,batch1,fastq,BN0341_S4_L004_R2_001.fastq.gz,HC_BN0341_MTG_snRNAseq_rep1_L004_R2_001.fastq.gz,/data/neurogen/ASAP/scRNAseq/data/batch1_ASAP_snRNA-seq_*/Raw_Data_and_Processing/cellranger_processing/cellranger_fastqs/outs/fastq_path/H*/BN0341_S4_L004_R2_001.fastq.gz,Read 2 Lane 4,ea1c02a43c5c1764134cbed9873dbb80,SN,RNA,Raw,Reads,NA,NA,NA,NA,snRNAseq
